param_04,param_01,drama_id,command_id,param_02,param_07,param_03,param_06,command_type,param_05,param_08
0,109211,35713,35713003,200,"",-340,"",2,"",""
0,111,35713,35713004,200,"",-340,"",2,"",""
"",45,35713,35713005,0,"","","",32,"",""
"",57,35713,35713006,1,"","","",32,"",""
"",13,35713,35713007,0,"","","",32,"",""
"",0,35713,35713008,"","","","",91,"",""
-167,1,35811,35811001,100511,0,204,2,1,-185,wac_default_31
230,1,35811,35811002,107111,0,202,2,1,-185,wac_default_51
-330,1,35811,35811003,103711,0,256,2,1,-350,wac_default_bot_81
340,1,35811,35811004,104711,0,254,2,1,-350,wac_default_bot_91
-167,1,35811,35811005,111,0,203,2,5,-185,wac_default_33
230,1,35811,35811006,113,0,201,2,5,-185,wac_default_53
-330,1,35811,35811007,114,0,255,2,5,-350,wac_default_88
340,1,35811,35811008,115,0,253,2,5,-350,wac_default_98
"",103711,35811,35811009,300,"","","",13,"",""
"",104711,35811,35811010,300,"","","",13,"",""
"",107111,35811,35811011,300,"","","",13,"",""
"",100511,35811,35811012,300,"","","",13,"",""
0,60,35811,35811013,60,"",0,1,31,1,""
0,63,35811,35811014,63,"",0,0,31,1,""
0,15,35811,35811015,15,"",0,0,31,1,""
0,502,35811,35811016,502,"",0,1,31,1,""
"",100511,35811,35811017,wac_paint_31,"",0,0.2,3,0,""
"",111,35811,35811018,wac_paint_33,"",0,0.2,3,0,""
"",107111,35811,35811019,wac_paint_51,"",0,0.2,3,0,""
"",113,35811,35811020,wac_paint_53,"",0,0.2,3,0,""
"",103711,35811,35811021,wac_paint_bot_81,"",0,0.2,3,0,""
"",114,35811,35811022,wac_paint_88,"",0,0.2,3,0,""
"",104711,35811,35811023,wac_paint_bot_91,"",0,0.2,3,0,""
"",115,35811,35811024,wac_paint_98,"",0,0.2,3,0,""
"",0,35811,35811025,0,"","","",93,"",""
"",15,35811,35811026,1,"","","",32,"",""
"",se_common,35811,35811027,se_sys_login_birthday_calendar_smallbrush,"",0,"",23,"",""
"",1,35811,35811028,"","","","",131,"",""
"",103711,35812,35812001,wac_idle_smile_L,"",1,0,3,"",""
"",104711,35812,35812002,wac_idle_doya_L,"",1,0,3,"",""
"",107111,35812,35812003,wac_idle_smile,"",1,0,3,"",""
"",100511,35812,35812004,wac_idle_sad,"",1,0,3,"",""
"",111,35812,35812005,wac_no_items,"",1,0,3,"",""
"",113,35812,35812006,wac_no_items,"",1,0,3,"",""
"",114,35812,35812007,wac_no_items,"",1,0,3,"",""
"",115,35812,35812008,wac_no_items,"",1,0,3,"",""
0,103711,35812,35812009,-335,"",-360,"",2,"",""
0,104711,35812,35812010,-190,"",-335,"",2,"",""
0,107111,35812,35812011,190,"",-335,"",2,"",""
0,100511,35812,35812012,350,"",-360,"",2,"",""
0,111,35812,35812013,-335,"",-360,"",2,"",""
0,113,35812,35812014,-190,"",-335,"",2,"",""
0,114,35812,35812015,190,"",-335,"",2,"",""
0,115,35812,35812016,350,"",-360,"",2,"",""
"",60,35812,35812017,0,"","","",32,"",""
"",63,35812,35812018,1,"","","",32,"",""
"",15,35812,35812019,0,"","","",32,"",""
wac_talk_smile_loop_L,107111,35812,35812020,wac_talk_smile_in_L,"",0,0.2,3,1,""
0,vo_wac_230207,35812,35812021,vo_wac_230207_000,"",0,"",21,"",""
1,107111,35812,35812022,"웃…… 어이, 마츠리.\n꼬리 끝에 페인트 묻었다.\n어디, 내가 친절하게 닦아 주지♪",0,10,0,11,1,0.5
"",0,35812,35812023,"","","","",91,"",""
"",107111,35812,35812024,wac_idle_smile_L,"",1,0.2,3,1,""
wac_talk_sad_loop,100511,35812,35812025,wac_talk_sad_in,"",0,0.2,3,1,""
0,vo_wac_230207,35812,35812026,vo_wac_230207_001,"",0,"",21,"",""
1,100511,35812,35812027,"아니, 전력으로 사양하고 싶슴다만……!\n잠깐, 억지로는 안 됨다!\n뭔가 손놀림도 징그럽슴다!\n히야아~ 도와줘~!?",0,10,0,11,1,0.5
"",0,35812,35812028,"","","","",91,"",""
"",100511,35812,35812029,wac_idle_sad,"",1,0.2,3,1,""
wac_talk_smile_loop_L,103711,35812,35812030,wac_talk_smile_in_L,"",0,0.2,3,1,""
0,vo_wac_230207,35812,35812031,vo_wac_230207_002,"",0,"",21,"",""
1,103711,35812,35812032,"최근 생각합니다만.\n크리스티나는\n마츠리를, 사실은\n엄~청나게 좋아하죠?",0,10,0,11,1,0.5
"",0,35812,35812033,"","","","",91,"",""
"",103711,35812,35812034,wac_idle_smile_L,"",1,0.2,3,1,""
wac_talk_doya_loop_L,104711,35812,35812035,wac_talk_doya_in_L,"",0,0.2,3,1,""
0,vo_wac_230207,35812,35812036,vo_wac_230207_003,"",0,"",21,"",""
1,104711,35812,35812037,"싫었으면 저렇게 즐겁게\n상대하러 가거나 하지 않을 테니까.\n조금 더 구경하고 싶지만……\n슬슬 도와주러 가 볼까.",0,10,0,11,1,0.5
"",0,35812,35812038,"","","","",91,"",""
"",0,35812,35812039,0,"","","",22,"",""
"","",35812,35812040,"","","","",111,"",""
"",103711,35813,35813001,wac_idle_smile_L,"",1,0.2,3,"",""
"",104711,35813,35813002,wac_idle_doya_L,"",1,0.2,3,"",""
"",107111,35813,35813003,wac_idle_smile_L,"",1,0.2,3,"",""
"",100511,35813,35813004,wac_idle_sad,"",1,0.2,3,"",""
"",111,35813,35813005,wac_no_items,"",1,0.2,3,"",""
"",113,35813,35813006,wac_no_items,"",1,0.2,3,"",""
"",114,35813,35813007,wac_no_items,"",1,0.2,3,"",""
"",115,35813,35813008,wac_no_items,"",1,0.2,3,"",""
0,103711,35813,35813009,-335,"",-360,"",2,"",""
0,104711,35813,35813010,-190,"",-335,"",2,"",""
0,107111,35813,35813011,190,"",-335,"",2,"",""
0,100511,35813,35813012,350,"",-360,"",2,"",""
0,111,35813,35813013,-335,"",-360,"",2,"",""
0,113,35813,35813014,-190,"",-335,"",2,"",""
0,114,35813,35813015,190,"",-335,"",2,"",""
0,115,35813,35813016,350,"",-360,"",2,"",""
"",60,35813,35813017,0,"","","",32,"",""
"",63,35813,35813018,1,"","","",32,"",""
"",15,35813,35813019,0,"","","",32,"",""
"",0,35813,35813020,"","","","",91,"",""
-108,1,35911,35911001,104711,0,202,2,1,-213,wac_default_01
-108,1,35911,35911002,111,0,201,2,5,-213,wac_default_01
0,43,35911,35911003,43,"",0,1,31,1,""
0,57,35911,35911004,57,"",0,0,31,1,""
0,11,35911,35911005,11,"",0,0,31,1,""
0,502,35911,35911006,502,"",0,1,31,1,""
"",104711,35911,35911007,wac_paint_01,"",0,0.2,3,0,""
"",111,35911,35911008,wac_paint_01,"",0,0.2,3,0,""
"",0,35911,35911009,0,"","","",93,"",""
"",11,35911,35911010,1,"","","",32,"",""
"",se_10035700,35911,35911011,se_10035700_brush,"",0,"",23,"",""
"",104711,35911,35911012,300,"","","",13,"",""
"",1,35911,35911013,"","","","",131,"",""
wac_talk_doya_loop,104711,35912,35912001,wac_talk_doya_in,"",0,0.2,3,1,""
"",111,35912,35912002,wac_no_items,"",1,0.2,3,"",""
0,104711,35912,35912003,200,"",-340,"",2,"",""
0,111,35912,35912004,200,"",-340,"",2,"",""
"",43,35912,35912005,0,"","","",32,"",""
"",57,35912,35912006,1,"","","",32,"",""
"",11,35912,35912007,0,"","","",32,"",""
0,vo_wac_230208,35912,35912008,vo_wac_230208_000,"",0,"",21,"",""
1,104711,35912,35912009,"색깔에는 본 사람의 기분을\n변화시키는 효과가 있다던데……\n확실히 컬러풀한 벽을 보고 있으니\n기분이 즐거워지네.",0,10,0,11,1,0.5
"",0,35912,35912010,"","","","",91,"",""
0,vo_wac_230208,35912,35912011,vo_wac_230208_001,"",0,"",21,"",""
1,104711,35912,35912012,"내 갑옷도 이렇게 컬러풀하고\n귀여운 도색을 시도해 볼까.\n단원들의 사기도 오를지 몰라.\n……그만두는 편이 좋다고? 그런가?",0,10,0,11,1,0.5
"",0,35912,35912013,"","","","",91,"",""
"",0,35912,35912014,0,"","","",22,"",""
"",104711,35913,35913001,wac_idle_doya,"",1,0.2,3,"",""
"",111,35913,35913002,wac_no_items,"",1,0.2,3,"",""
0,104711,35913,35913003,200,"",-340,"",2,"",""
0,111,35913,35913004,200,"",-340,"",2,"",""
"",43,35913,35913005,0,"","","",32,"",""
"",57,35913,35913006,1,"","","",32,"",""
"",11,35913,35913007,0,"","","",32,"",""
"",0,35913,35913008,"","","","",91,"",""
-108,1,36011,36011001,103711,0,202,2,1,-213,wac_default_01
-108,1,36011,36011002,111,0,201,2,5,-213,wac_default_02
0,43,36011,36011003,43,"",0,1,31,1,""
0,57,36011,36011004,57,"",0,0,31,1,""
0,11,36011,36011005,11,"",0,0,31,1,""
0,502,36011,36011006,502,"",0,1,31,1,""
"",103711,36011,36011007,wac_paint_01,"",0,0.2,3,0,""
"",111,36011,36011008,wac_paint_02,"",0,0.2,3,0,""
"",0,36011,36011009,0,"","","",93,"",""
"",11,36011,36011010,1,"","","",32,"",""
"",se_10035700,36011,36011011,se_10035700_brush,"",0,"",23,"",""
"",103711,36011,36011012,300,"","","",13,"",""
"",1,36011,36011013,"","","","",131,"",""
wac_talk_doya_loop,103711,36012,36012001,wac_talk_doya_in,"",0,0.2,3,1,""
"",111,36012,36012002,wac_no_items,"",1,0.2,3,"",""
0,103711,36012,36012003,200,"",-340,"",2,"",""
0,111,36012,36012004,200,"",-340,"",2,"",""
"",43,36012,36012005,0,"","","",32,"",""
"",57,36012,36012006,1,"","","",32,"",""
"",11,36012,36012007,0,"","","",32,"",""
0,vo_wac_230209,36012,36012008,vo_wac_230209_000,"",0,"",21,"",""
1,103711,36012,36012009,"이런 작업은 익숙해지면,\n오리지널리티를 내보고\n싶어지지 않아?\n몰래 마법 소녀 요소를 더한다든가.",0,10,0,11,1,0.5
"",0,36012,36012010,"","","","",91,"",""
0,vo_wac_230209,36012,36012011,vo_wac_230209_001,"",0,"",21,"",""
1,103711,36012,36012012,"아하하, 괜찮아, 진짜로는 안 해.\n하지만 마법 소녀 그림은 그리고 싶다……\n차라리 만화로…… 응응, 잇달아\n아이디어가 떠올라.",0,10,0,11,1,0.5
"",0,36012,36012013,"","","","",91,"",""
"",0,36012,36012014,0,"","","",22,"",""
"",103711,36013,36013001,wac_idle_doya,"",1,0.2,3,"",""
"",111,36013,36013002,wac_no_items,"",1,0.2,3,"",""
0,103711,36013,36013003,200,"",-340,"",2,"",""
0,111,36013,36013004,200,"",-340,"",2,"",""
"",43,36013,36013005,0,"","","",32,"",""
"",57,36013,36013006,1,"","","",32,"",""
"",11,36013,36013007,0,"","","",32,"",""
"",0,36013,36013008,"","","","",91,"",""
-108,1,36111,36111001,100511,0,202,2,1,-213,wac_default_11
-108,1,36111,36111002,111,0,201,2,5,-213,wac_default_12
0,43,36111,36111003,43,"",0,1,31,1,""
0,57,36111,36111004,57,"",0,0,31,1,""
0,11,36111,36111005,11,"",0,0,31,1,""
0,502,36111,36111006,502,"",0,1,31,1,""
"",100511,36111,36111007,wac_paint_11,"",0,0.2,3,0,""
"",111,36111,36111008,wac_paint_12,"",0,0.2,3,0,""
"",0.3,36111,36111009,0,"","","",93,"",""
"",11,36111,36111010,1,"","","",32,"",""
"",se_10035700,36111,36111011,se_10035700_roller,"",0,"",23,"",""
"",100511,36111,36111012,300,"","","",13,"",""
"",1,36111,36111013,"","","","",131,"",""
wac_talk_sad_loop,100511,36112,36112001,wac_talk_sad_in,"",0,0.2,3,1,""
"",111,36112,36112002,wac_no_items,"",1,0.2,3,"",""
0,100511,36112,36112003,200,"",-340,"",2,"",""
0,111,36112,36112004,200,"",-340,"",2,"",""
"",43,36112,36112005,0,"","","",32,"",""
"",57,36112,36112006,1,"","","",32,"",""
"",11,36112,36112007,0,"","","",32,"",""
0,vo_wac_230210,36112,36112008,vo_wac_230210_000,"",0,"",21,"",""
1,100511,36112,36112009,"헤아~…… 히이~……\n드, 드디어 다시 그리기가 끝났슴다……\n크리스티나 아줌마의 체크,\n아무리 그래도 너무 엄격함다~……",0,10,0,11,1,0.5
"",0,36112,36112010,"","","","",91,"",""
0,vo_wac_230210,36112,36112011,vo_wac_230210_001,"",0,"",21,"",""
1,100511,36112,36112012,"……제가 좋으니까,\n그만큼 열심히 가르쳐 주는 거라고요?\n거짓말임다! 절대로 분명히 저의\n리액션을 즐기고 있을 뿐임다~!",0,10,0,11,1,0.5
"",0,36112,36112013,"","","","",91,"",""
"",0,36112,36112014,0,"","","",22,"",""
"",100511,36113,36113001,wac_idle_sad,"",1,0.2,3,"",""
"",111,36113,36113002,wac_no_items,"",1,0.2,3,"",""
0,100511,36113,36113003,200,"",-340,"",2,"",""
0,111,36113,36113004,200,"",-340,"",2,"",""
"",43,36113,36113005,0,"","","",32,"",""
"",57,36113,36113006,1,"","","",32,"",""
"",11,36113,36113007,0,"","","",32,"",""
"",0,36113,36113008,"","","","",91,"",""
-108,1,36211,36211001,103611,0,202,2,1,-213,wac_default_01
-108,1,36211,36211002,111,0,201,2,5,-213,wac_default_02
0,43,36211,36211003,43,"",0,1,31,1,""
0,57,36211,36211004,57,"",0,0,31,1,""
0,11,36211,36211005,11,"",0,0,31,1,""
0,502,36211,36211006,502,"",0,1,31,1,""
"",103611,36211,36211007,wac_paint_01,"",0,0.2,3,0,""
"",111,36211,36211008,wac_paint_02,"",0,0.2,3,0,""
"",0,36211,36211009,0,"","","",93,"",""
"",11,36211,36211010,1,"","","",32,"",""
"",se_10035700,36211,36211011,se_10035700_brush,"",0,"",23,"",""
"",103611,36211,36211012,300,"","","",13,"",""
"",1,36211,36211013,"","","","",131,"",""
wac_talk_sad_loop_surprise,103611,36212,36212001,wac_talk_sad_in_surprise,"",0,0.2,3,1,""
"",111,36212,36212002,wac_no_items,"",1,0.2,3,"",""
0,103611,36212,36212003,200,"",-340,"",2,"",""
0,111,36212,36212004,200,"",-340,"",2,"",""
"",43,36212,36212005,0,"","","",32,"",""
"",57,36212,36212006,1,"","","",32,"",""
"",11,36212,36212007,0,"","","",32,"",""
0,vo_wac_230211,36212,36212008,vo_wac_230211_000,"",0,"",21,"",""
1,103611,36212,36212009,"됐습니다……!\n저기, 혹시 모르니\n확인을 부탁해도 될까요?",0,10,0,11,1,0.5
"",0,36212,36212010,"","","","",91,"",""
"",103611,36212,36212011,wac_talk_anger,"",1,0.2,3,"",""
0,vo_wac_230211,36212,36212012,vo_wac_230211_001,"",0,"",21,"",""
1,103611,36212,36212013,"……엣!? 왜 이쪽으로\n얼굴을 들이대는 건가요!?\n확인해 줬으면 하는 건 그림 쪽이에요, 정말이지\n수상한 변태 씨라니까요!",0,10,0,11,1,0.5
"",0,36212,36212014,"","","","",91,"",""
"",0,36212,36212015,0,"","","",22,"",""
"",103611,36213,36213001,wac_idle_sad_shy,"",1,0.2,3,"",""
"",111,36213,36213002,wac_no_items,"",1,0.2,3,"",""
0,103611,36213,36213003,200,"",-340,"",2,"",""
0,111,36213,36213004,200,"",-340,"",2,"",""
"",43,36213,36213005,0,"","","",32,"",""
"",57,36213,36213006,1,"","","",32,"",""
"",11,36213,36213007,0,"","","",32,"",""
"",0,36213,36213008,"","","","",91,"",""
-108,1,36311,36311001,100211,0,202,2,1,-213,wac_default_01
-108,1,36311,36311002,111,0,201,2,5,-213,wac_default_03
0,43,36311,36311003,43,"",0,1,31,1,""
0,57,36311,36311004,57,"",0,0,31,1,""
0,11,36311,36311005,11,"",0,0,31,1,""
0,502,36311,36311006,502,"",0,1,31,1,""
"",100211,36311,36311007,wac_paint_01,"",0,0.2,3,0,""
"",111,36311,36311008,wac_paint_03,"",0,0.2,3,0,""
"",0,36311,36311009,0,"","","",93,"",""
"",11,36311,36311010,1,"","","",32,"",""
"",se_10035700,36311,36311011,se_10035700_brush,"",0,"",23,"",""
"",100211,36311,36311012,300,"","","",13,"",""
"",1,36311,36311013,"","","","",131,"",""
wac_talk_wish_loop,100211,36312,36312001,wac_talk_wish_in,"",0,0.2,3,1,""
"",111,36312,36312002,wac_no_items,"",1,0.2,3,"",""
0,100211,36312,36312003,200,"",-340,"",2,"",""
0,111,36312,36312004,200,"",-340,"",2,"",""
"",43,36312,36312005,0,"","","",32,"",""
"",57,36312,36312006,1,"","","",32,"",""
"",11,36312,36312007,0,"","","",32,"",""
0,vo_wac_230212,36312,36312008,vo_wac_230212_000,"",0,"",21,"",""
1,100211,36312,36312009,"그러고 보니, 기사 군이랑 모두와\n그림을 그리기 시작한 지 꽤\n시간이 지났지……?",0,10,0,11,1,0.5
"",0,36312,36312010,"","","","",91,"",""
0,vo_wac_230212,36312,36312011,vo_wac_230212_001,"",0,"",21,"",""
1,100211,36312,36312012,"정신을 차리고 보니, 굉장히 많은\n그림이 벽에 넘치고, 어느 것도 다\n매우 예뻐…… 완성되면,\n분명 많은 사람이 봐줄 거라고 생각해♪",0,10,0,11,1,0.5
"",0,36312,36312013,"","","","",91,"",""
"",0,36312,36312014,0,"","","",22,"",""
"",100211,36313,36313001,wac_idle_wish,"",1,0.2,3,"",""
"",111,36313,36313002,wac_no_items,"",1,0.2,3,"",""
0,100211,36313,36313003,200,"",-340,"",2,"",""
0,111,36313,36313004,200,"",-340,"",2,"",""
"",43,36313,36313005,0,"","","",32,"",""
"",57,36313,36313006,1,"","","",32,"",""
"",11,36313,36313007,0,"","","",32,"",""
"",0,36313,36313008,"","","","",91,"",""
-108,1,36411,36411001,106011,0,202,2,1,-213,wac_default_11
-108,1,36411,36411002,111,0,201,2,5,-213,wac_default_13
0,43,36411,36411003,43,"",0,1,31,1,""
0,57,36411,36411004,57,"",0,0,31,1,""
0,11,36411,36411005,11,"",0,0,31,1,""
0,502,36411,36411006,502,"",0,1,31,1,""
"",106011,36411,36411007,wac_paint_11,"",0,0.2,3,0,""
"",111,36411,36411008,wac_paint_13,"",0,0.2,3,0,""
"",0.3,36411,36411009,0,"","","",93,"",""
"",11,36411,36411010,1,"","","",32,"",""
"",se_10035700,36411,36411011,se_10035700_roller,"",0,"",23,"",""
"",106011,36411,36411012,300,"","","",13,"",""
"",1,36411,36411013,"","","","",131,"",""
wac_talk_wish_loop,106011,36412,36412001,wac_talk_wish_in,"",0,0.2,3,1,""
"",111,36412,36412002,wac_no_items,"",1,0.2,3,"",""
0,106011,36412,36412003,200,"",-340,"",2,"",""
0,111,36412,36412004,200,"",-340,"",2,"",""
"",43,36412,36412005,0,"","","",32,"",""
"",57,36412,36412006,1,"","","",32,"",""
"",11,36412,36412007,0,"","","",32,"",""
0,vo_wac_230213,36412,36412008,vo_wac_230213_000,"",0,"",21,"",""
1,106011,36412,36412009,"오늘 일도 끝이네~\n……읏, 푸후훕……!\n너, 대체 어떻게 칠해야\n그런 데 페인트가 묻는 거야?",0,10,0,11,1,0.5
"",0,36412,36412010,"","","","",91,"",""
0,vo_wac_230213,36412,36412011,vo_wac_230213_001,"",0,"",21,"",""
1,106011,36412,36412012,"자, 이리 와.\n입가, 케찹이 터진\n것 같은 상태라고?\n수건으로 닦아줄게.",0,10,0,11,1,0.5
"",0,36412,36412013,"","","","",91,"",""
"",0,36412,36412014,0,"","","",22,"",""
"",106011,36413,36413001,wac_idle_wish,"",1,0.2,3,"",""
"",111,36413,36413002,wac_no_items,"",1,0.2,3,"",""
0,106011,36413,36413003,200,"",-340,"",2,"",""
0,111,36413,36413004,200,"",-340,"",2,"",""
"",43,36413,36413005,0,"","","",32,"",""
"",57,36413,36413006,1,"","","",32,"",""
"",11,36413,36413007,0,"","","",32,"",""
"",0,36413,36413008,"","","","",91,"",""
-108,1,36511,36511001,105911,0,202,2,1,-100,wac_default_21
-108,1,36511,36511002,111,0,201,2,5,-100,wac_default_23
0,53,36511,36511003,53,"",0,1,31,1,""
0,57,36511,36511004,57,"",0,0,31,1,""
0,20,36511,36511005,20,"",0,0,31,1,""
0,502,36511,36511006,502,"",0,1,31,1,""
"",105911,36511,36511007,wac_paint_21,"",0,0.2,3,0,""
"",111,36511,36511008,wac_paint_23,"",0,0.2,3,0,""
"",0,36511,36511009,0,"","","",93,"",""
"",20,36511,36511010,1,"","","",32,"",""
"",se_common,36511,36511011,se_sys_login_birthday_calendar_brush,"",0,"",23,"",""
"",105911,36511,36511012,300,"","","",13,"",""
"",1,36511,36511013,"","","","",131,"",""
wac_talk_sad_loop,105911,36512,36512001,wac_talk_sad_in,"",0,0.2,3,1,""
"",111,36512,36512002,wac_no_items,"",1,0.2,3,"",""
0,105911,36512,36512003,200,"",-340,"",2,"",""
0,111,36512,36512004,200,"",-340,"",2,"",""
"",53,36512,36512005,0,"","","",32,"",""
"",57,36512,36512006,1,"","","",32,"",""
"",20,36512,36512007,0,"","","",32,"",""
0,vo_wac_230214,36512,36512008,vo_wac_230214_000,"",0,"",21,"",""
1,105911,36512,36512009,"제가 높은 곳에 그릴 때는\n항상 접사다리가 필요하다는 게\n불편합니다…… 조금 더\n키가 컸으면 좋았을 텐데 말이죠.",0,10,0,11,1,0.5
"",0,36512,36512010,"","","","",91,"",""
0,vo_wac_230214,36512,36512011,vo_wac_230214_001,"",0,"",21,"",""
1,105911,36512,36512012,"……목말, 말입니까?\n아뇨, 주인님에게 그러한 일을\n시킬 수는…… 다만, 흥미로운\n제안이긴 하네요.",0,10,0,11,1,0.5
"",0,36512,36512013,"","","","",91,"",""
"",0,36512,36512014,0,"","","",22,"",""
"",105911,36513,36513001,wac_idle_sad,"",1,0.2,3,"",""
"",111,36513,36513002,wac_no_items,"",1,0.2,3,"",""
0,105911,36513,36513003,200,"",-340,"",2,"",""
0,111,36513,36513004,200,"",-340,"",2,"",""
"",53,36513,36513005,0,"","","",32,"",""
"",57,36513,36513006,1,"","","",32,"",""
"",20,36513,36513007,0,"","","",32,"",""
"",0,36513,36513008,"","","","",91,"",""
-108,1,36611,36611001,105811,0,202,2,1,-213,wac_default_01
-108,1,36611,36611002,111,0,201,2,5,-213,wac_default_03
0,43,36611,36611003,43,"",0,1,31,1,""
0,57,36611,36611004,57,"",0,0,31,1,""
0,11,36611,36611005,11,"",0,0,31,1,""
0,502,36611,36611006,502,"",0,1,31,1,""
"",105811,36611,36611007,wac_paint_01,"",0,0.2,3,0,""
"",111,36611,36611008,wac_paint_03,"",0,0.2,3,0,""
"",0,36611,36611009,0,"","","",93,"",""
"",11,36611,36611010,1,"","","",32,"",""
"",se_10035700,36611,36611011,se_10035700_brush,"",0,"",23,"",""
"",105811,36611,36611012,300,"","","",13,"",""
"",1,36611,36611013,"","","","",131,"",""
wac_talk_smile_loop,105811,36612,36612001,wac_talk_smile_in,"",0,0.2,3,1,""
"",111,36612,36612002,wac_no_items,"",1,0.2,3,"",""
0,105811,36612,36612003,200,"",-340,"",2,"",""
0,111,36612,36612004,200,"",-340,"",2,"",""
"",43,36612,36612005,0,"","","",32,"",""
"",57,36612,36612006,1,"","","",32,"",""
"",11,36612,36612007,0,"","","",32,"",""
0,vo_wac_230215,36612,36612008,vo_wac_230215_000,"",0,"",21,"",""
1,105811,36612,36612009,"이번에도 잘 그렸습니다!\n이제 완전히 붓도 손에 익었고,\n이대로 그림 그리는 일을\n시작하는 것도 재미있을 것 같네요~♪",0,10,0,11,1,0.5
"",0,36612,36612010,"","","","",91,"",""
0,vo_wac_230215,36612,36612011,vo_wac_230215_001,"",0,"",21,"",""
1,105811,36612,36612012,"네? ……아~ 아뇨 아뇨!\n왕녀를 그만둘 생각은 없답니다?\n아직 이 나라의 여러분을 위해서,\n해야 할 일이 많으니까요☆",0,10,0,11,1,0.5
"",0,36612,36612013,"","","","",91,"",""
"",0,36612,36612014,0,"","","",22,"",""
"",105811,36613,36613001,wac_idle_smile,"",1,0.2,3,"",""
"",111,36613,36613002,wac_no_items,"",1,0.2,3,"",""
0,105811,36613,36613003,200,"",-340,"",2,"",""
0,111,36613,36613004,200,"",-340,"",2,"",""
"",43,36613,36613005,0,"","","",32,"",""
"",57,36613,36613006,1,"","","",32,"",""
"",11,36613,36613007,0,"","","",32,"",""
